User,Original_User/Web,Compound,Negative,Neutral,Positive,Tweet
jjrbs,google,0.0,0.0,1.0,0.0,RT @google: See #ElectionDay results unfold in real time on Google Search  https://t.co/dKfOxCFm2m https://t.co/CnCrDxVEfq
MaryEBarnes,goodtobeme0,0.0,0.0,1.0,0.0,RT @goodtobeme0: @goodtobeme0 States Poll Prediction of Election 2016 11/07/2016(Final)                  https://t.co/glH58Brt0W  @StatesPo
MaryEBarnes,twitter,0.0,0.0,1.0,0.0,RT @goodtobeme0: @goodtobeme0 States Poll Prediction of Election 2016 11/07/2016(Final)                  https://t.co/glH58Brt0W  @StatesPo
sueludad,HuffPostPol,0.4215,0.147,0.58,0.272,RT @HuffPostPol: This election was colossally dumb and we're all lucky we survived it https://t.co/xFLKuRqNmn https://t.co/OiHLgURoiC
sueludad,m,0.4215,0.147,0.58,0.272,RT @HuffPostPol: This election was colossally dumb and we're all lucky we survived it https://t.co/xFLKuRqNmn https://t.co/OiHLgURoiC
natsaysmiaow,carolineplz,-0.128,0.171,0.717,0.112,RT @carolineplz: Just got off the phone from a few Australian interviews-- weirdly comforted that they are also nervous about our election
melodicwaffle,stupeoscientia,0.0,0.0,1.0,0.0,RT @stupeoscientia: it's election day https://t.co/9HyCHL28xr
melodicwaffle,twitter,0.0,0.0,1.0,0.0,RT @stupeoscientia: it's election day https://t.co/9HyCHL28xr
twinkIouis,ParksAndRecPics,0.0,0.0,1.0,0.0,RT @ParksAndRecPics: BREAKING HILLARY CLINTON NEWS THAT COULD COST HER THE ELECTION https://t.co/1kSRUaxGAw
twinkIouis,twitter,0.0,0.0,1.0,0.0,RT @ParksAndRecPics: BREAKING HILLARY CLINTON NEWS THAT COULD COST HER THE ELECTION https://t.co/1kSRUaxGAw
mayadiez,realDonaldTrump,0.7836,0.0,0.723,0.277,RT @realDonaldTrump: I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!
abetrve,Suxting,0.3182,0.0,0.685,0.315,RT @Suxting: I've got a huge election.
andreww__14,MattMoretta,0.8934,0.0,0.545,0.455,"RT @MattMoretta: Plot twist: Matthew McConaughey wins election, everyone receives a brand new Lincoln, happiness is restored alright alrigh"
TeddyObo,Forbes,-0.6369,0.245,0.755,0.0,RT @Forbes: A nationwide election cyber attack is near impossiblebut these states are at risk of hacking: https://t.co/tiu0nhsMfa https://
TeddyObo,forbes,-0.6369,0.245,0.755,0.0,RT @Forbes: A nationwide election cyber attack is near impossiblebut these states are at risk of hacking: https://t.co/tiu0nhsMfa https://
Bassmavrik,JamesOKeefeIII,-0.4767,0.119,0.881,0.0,RT @JamesOKeefeIII: We'll have teams everywhere tomorrow. If you are doing something wrong on Election Day we find you we film you and we w
TheMadHessian,DailyMail,0.0,0.0,1.0,0.0,RT @DailyMail: With 1.54% reporting in Kentucky:  Trump 68%  Hillary 28%https://t.co/GMVxvJS7cN #ElectionNight
TheMadHessian,dailymail,0.0,0.0,1.0,0.0,RT @DailyMail: With 1.54% reporting in Kentucky:  Trump 68%  Hillary 28%https://t.co/GMVxvJS7cN #ElectionNight
breaunaclifford,CALUMDATING,0.1571,0.115,0.737,0.147,RT @CALUMDATING: bless calum for tweeting about the election/voting even though he's not American + on holidays
JanayeMcGrew,JanayeMcGrew,0.814,0.0,0.624,0.376,@JanayeMcGrew what I'm saying is that I'd like to make Election Night fun and not scary again.
Kaori_2020,sugoibrooks,-0.1027,0.072,0.928,0.0,RT @sugoibrooks: Everyone's talking about the election while i'm getting shook over a 25 year old in a tigger onesie. https://t.co/IvsASgAJ
Kaori_2020,t,-0.1027,0.072,0.928,0.0,RT @sugoibrooks: Everyone's talking about the election while i'm getting shook over a 25 year old in a tigger onesie. https://t.co/IvsASgAJ
wiseguysliquors,instagram,0.5994,0.099,0.583,0.318,"No matter the outcome of this election, the Wise Guys crew encourages YOU to keep on https://t.co/VmhbLA7U7L"
MadAsis,SkyWilliams,0.0,0.0,1.0,0.0,RT @SkyWilliams: anyone got the Presidential Election Series Finale spoilers? 
KortKneee_Rae,twitter,0.0,0.0,1.0,0.0,It will serve as a much needed break from election results! I think it's going to be a longgggg night! #MarriedLife https://t.co/PIX0MRyh8T
HigashiNY,dril,0.0,0.0,1.0,0.0,RT @dril: if you ask me this election could end about 100 different ways:1) trump gets 0% of the vote2) trump gets 1% of the vote3) trum
JuliaaBlando,mallorywiest_,-0.128,0.16,0.71,0.13,RT @mallorywiest_: these arguments are almost as big of a joke as this election is
KatelynBruzzi,TheVoiceBHS,-0.4215,0.141,0.859,0.0,RT @TheVoiceBHS: Blackman High School's 2016 Mock Election Results for your comparison to the real election results https://t.co/DlMI2GPXMw
KatelynBruzzi,twitter,-0.4215,0.141,0.859,0.0,RT @TheVoiceBHS: Blackman High School's 2016 Mock Election Results for your comparison to the real election results https://t.co/DlMI2GPXMw
TheTruthhTeller,wikileaks,0.0,0.0,1.0,0.0,RT @wikileaks: Assange statement: What are the reasons behind WikiLeaks exposures of the DNC and the Clinton campaign? https://t.co/Q6KEChq
TheTruthhTeller,t,0.0,0.0,1.0,0.0,RT @wikileaks: Assange statement: What are the reasons behind WikiLeaks exposures of the DNC and the Clinton campaign? https://t.co/Q6KEChq
CloreenBacNSkin,dailydot,0.296,0.0,0.833,0.167,"RT @dailydot: Surviving 2016: Live election results, memes, and news: https://t.co/8Q2q2yU9LY https://t.co/CxX2Ml1bMc"
CloreenBacNSkin,dailydot,0.296,0.0,0.833,0.167,"RT @dailydot: Surviving 2016: Live election results, memes, and news: https://t.co/8Q2q2yU9LY https://t.co/CxX2Ml1bMc"
jeanne_tall,Caveman2743,0.4466,0.0,0.827,0.173,"RT @Caveman2743: RED ALERT: On Eve of Election, Benghazi BOMBSHELL Rains Down on Hillary https://t.co/rGox20vXgM"
jeanne_tall,conservativetribune,0.4466,0.0,0.827,0.173,"RT @Caveman2743: RED ALERT: On Eve of Election, Benghazi BOMBSHELL Rains Down on Hillary https://t.co/rGox20vXgM"
Witt_less00,livvylu582,0.7096,0.0,0.789,0.211,RT @livvylu582: This election will be like ripping off a bandaid but instead of relief you just realize that the wound didn't heal one bit.
oliviaisfake,carwash54,0.7085,0.0,0.734,0.266,"RT @carwash54: Me @ the beginning of the election: Ain't no way America letting a cheeto become president. lol what a joke Me November 7,"
CraftyOldFox,leighsales,0.0,0.0,1.0,0.0,RT @leighsales: Journos keep your eyes peeled for news that politicians and others try to bury after about 2pm this arvo as the US election
angelrains,video,0.4019,0.0,0.649,0.351,Donald Trump Election Watch Party | https://t.co/xvzumoMGWs
samanthrusso,twitter,0.4404,0.0,0.734,0.266,the only bright side to this entire election https://t.co/TThw8yoHxf
WavyKirk,FiveThirtyEight,0.4215,0.0,0.763,0.237,RT @FiveThirtyEight: Why Clinton is favored in Virginia. #ElectionNight https://t.co/QAF08CtpPW
WavyKirk,fivethirtyeight,0.4215,0.0,0.763,0.237,RT @FiveThirtyEight: Why Clinton is favored in Virginia. #ElectionNight https://t.co/QAF08CtpPW
shaycode,jason_howerton,-0.8481,0.365,0.635,0.0,"RT @jason_howerton: UPDATE: At least 1 dead, 3 injured in Azusa shooting, @latimes reports. Police dealing with heavily armed suspect: http"
biebrvogue,twitter,0.0,0.122,0.756,0.122,im actually tearing up bc this election is basically over and it's finally hitting me tht u didn't win ffs dammit t https://t.co/MIRPkGYGK4
meghiraki,carwash54,0.7085,0.0,0.734,0.266,"RT @carwash54: Me @ the beginning of the election: Ain't no way America letting a cheeto become president. lol what a joke Me November 7,"
mikaylacavenas,comedyandtruth,0.0,0.0,1.0,0.0,RT @comedyandtruth: Twitter on Election Day https://t.co/R3ihQKTfvr
mikaylacavenas,vine,0.0,0.0,1.0,0.0,RT @comedyandtruth: Twitter on Election Day https://t.co/R3ihQKTfvr
MLG__Will,GeorgeSulliho,0.296,0.0,0.82,0.18,@GeorgeSulliho gonna see how long I can join you with the election
sivanzustin,politico,0.6374,0.0,0.588,0.412,so trump is winning so far??? https://t.co/IoLyxD2sJx
infodude,ValaAfshar,0.0,0.0,1.0,0.0,RT @ValaAfshar: Past 10 election call times:1996: 9PM2000: December 12th2004: 11:19AM2008: 11PM20012: 11:17PM #ElectionNight https://
infodude,,0.0,0.0,1.0,0.0,RT @ValaAfshar: Past 10 election call times:1996: 9PM2000: December 12th2004: 11:19AM2008: 11PM20012: 11:17PM #ElectionNight https://
niaimanix,JordinSparks,0.4559,0.094,0.684,0.222,"RT @JordinSparks: I'm praising the Lord right now! Because no matter what's happens in this election, HE STILL REIGNS! "
kvalandra2,bill_merkel,0.0,0.0,1.0,0.0,RT @bill_merkel: Media folk eat a helluva lot of pizza and cake on election days. At least according to all the photos I've seen today they
carolyncerbin,AmyBartner,0.0,0.0,1.0,0.0,RT @AmyBartner: We're broadcasting live on https://t.co/gLz3VscwjS with all your live election coverage! https://t.co/NJnVbC4SHZ
carolyncerbin,indystar,0.0,0.0,1.0,0.0,RT @AmyBartner: We're broadcasting live on https://t.co/gLz3VscwjS with all your live election coverage! https://t.co/NJnVbC4SHZ
PalatinateStyle,PalatinateUK,0.0,0.0,1.0,0.0,RT @PalatinateUK: Stay up to date with the latest from @PalatinatePoli1 as they cover the presidential race over night at: https://t.co/xBO
PalatinateStyle,t,0.0,0.0,1.0,0.0,RT @PalatinateUK: Stay up to date with the latest from @PalatinatePoli1 as they cover the presidential race over night at: https://t.co/xBO
ElectionGraphs,abulsme,0.0,0.0,1.0,0.0,VT/VA/GA/SC/IN/KY now closed. Only GA expected to be close. Others should be called relatively quickly. https://t.co/gmUwTGqJr4
JohnBahamonde1,MotherToEarthMV,0.0,0.0,1.0,0.0,RT @MotherToEarthMV: We are waiting for the election results to come it. https://t.co/WvQ0tGiIZ8
JohnBahamonde1,twitter,0.0,0.0,1.0,0.0,RT @MotherToEarthMV: We are waiting for the election results to come it. https://t.co/WvQ0tGiIZ8
K_rivera6,FriendlyAssh0le,0.8176,0.0,0.483,0.517,RT @FriendlyAssh0le: How I'm celebrating tonights election winner https://t.co/GKRWjQrEMQ
K_rivera6,twitter,0.8176,0.0,0.483,0.517,RT @FriendlyAssh0le: How I'm celebrating tonights election winner https://t.co/GKRWjQrEMQ
sleepingcolur,CNNPolitics,0.0,0.0,1.0,0.0,RT @CNNPolitics: Stand by for #CNNElection projectionhttps://t.co/jOauYyVeuX#ElectionNight https://t.co/8Jx61W8ceh
sleepingcolur,twitter,0.0,0.0,1.0,0.0,RT @CNNPolitics: Stand by for #CNNElection projectionhttps://t.co/jOauYyVeuX#ElectionNight https://t.co/8Jx61W8ceh
SocStudiesAPS,google,0.0,0.0,1.0,0.0,RT @google: See #ElectionDay results unfold in real time on Google Search  https://t.co/dKfOxCFm2m https://t.co/CnCrDxVEfq
SocStudiesAPS,google,0.0,0.0,1.0,0.0,RT @google: See #ElectionDay results unfold in real time on Google Search  https://t.co/dKfOxCFm2m https://t.co/CnCrDxVEfq
ford3102,JamesOKeefeIII,0.7027,0.0,0.779,0.221,"RT @JamesOKeefeIII: WOW! Caught more #VoterFraud in N Philly. Election workers caught BREAKING THE LAW. #VeritasIsEverywhere Stay tuned, co"
EidojTrump,bunkerwsmith,0.5574,0.063,0.704,0.233,"RT @bunkerwsmith: To people feeling anxiety about the election: Focus on things you can control, like VOTING. Keep your chin up. Stay calm."
istx25,ughitsaaron,0.4767,0.0,0.78,0.22,RT @ughitsaaron: me &amp; my friends after this election is over https://t.co/D326G9pbVX
istx25,twitter,0.4767,0.0,0.78,0.22,RT @ughitsaaron: me &amp; my friends after this election is over https://t.co/D326G9pbVX
Ville_LNC,Cartel__shoota,0.0,0.0,1.0,0.0,"@Cartel__shoota @FearDept i dont think you can do ""right"" in this election"
Ligi20,CNN,0.25,0.0,0.895,0.105,"RT @CNN: Donald Trump peeked at Melania's ballot, and Twitter had some jokes. Big league. https://t.co/673JwvzlDn #ElectionDay https://t.co"
Ligi20,cnn,0.25,0.0,0.895,0.105,"RT @CNN: Donald Trump peeked at Melania's ballot, and Twitter had some jokes. Big league. https://t.co/673JwvzlDn #ElectionDay https://t.co"
MrMokelly,americanowradio,0.0,0.0,1.0,0.0,"RT @americanowradio: ELECTION 2016: What to watch for with @NikkiSchwab, @MrMokelly and @benfergusonshow HERE: https://t.co/BPxv2YIJTf http"
MrMokelly,americanowradio,0.0,0.0,1.0,0.0,"RT @americanowradio: ELECTION 2016: What to watch for with @NikkiSchwab, @MrMokelly and @benfergusonshow HERE: https://t.co/BPxv2YIJTf http"
1_Hit_Wonderful,Michaeljonair,0.5405,0.0,0.791,0.209,"RT @Michaeljonair: Not focused on #Election,can't stop thinking about hosting @BradPaisley on  #iHeartRadio Honda Stage LIVE This FRIDAY NI"
cesarcarvalho2,realDonaldTrump,0.7836,0.0,0.723,0.277,RT @realDonaldTrump: I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!
JohnWalsh001,realDonaldTrump,0.7836,0.0,0.723,0.277,RT @realDonaldTrump: I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!
Movieguy2015,facebook,0.0,0.0,1.0,0.0,They left off the election process. Left off being qualified to run the country. https://t.co/wwLzq9s9Mu
ryan4moore99,ConanOBrien,0.8271,0.0,0.7,0.3,RT @ConanOBrien: Congratulations to the winner of the 2016 presidential election.  Youll be receiving the cleaning bill for Americas pant
SydneyyyAnn,POTUS,0.5093,0.0,0.68,0.32,"Favorite quote this election: ""Don't boo. Vote!"" - @POTUS"
ChrisDCBrau,oldglorybbq,0.4574,0.0,0.834,0.166,Find me upstairs on the patio at @oldglorybbq for The Corruption Election Party! #ElectionNight #voteogbbq https://t.co/0LxDwKOrlQ
ChrisDCBrau,twitter,0.4574,0.0,0.834,0.166,Find me upstairs on the patio at @oldglorybbq for The Corruption Election Party! #ElectionNight #voteogbbq https://t.co/0LxDwKOrlQ
Karoli,cmwarnerstl,0.0,0.0,1.0,0.0,@cmwarnerstl we have a live blog going here! https://t.co/WUWaqEdKxG
Karoli,crooksandliars,0.0,0.0,1.0,0.0,@cmwarnerstl we have a live blog going here! https://t.co/WUWaqEdKxG
JB93621,GoAngelo,0.0,0.0,1.0,0.0,"RT @GoAngelo: Election Night 2012Actual ResultsObama: 65,915,795Romney: 60,933,504 https://t.co/dtD8WwpAd6"
JB93621,twitter,0.0,0.0,1.0,0.0,"RT @GoAngelo: Election Night 2012Actual ResultsObama: 65,915,795Romney: 60,933,504 https://t.co/dtD8WwpAd6"
marcooviedo,NateSilver538,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
marcooviedo,fivethirtyeight,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
AndrewGilbert1,InTheSoupAgain,0.7772,0.0,0.658,0.342,"RT @InTheSoupAgain: Listening to @BBCRadio4 election new special. Rather good, not as depressing as I thought it would be."
WallyWaffles27,JeremyMcLellan,0.5423,0.079,0.717,0.204,RT @JeremyMcLellan: There is no greater testament to the strength of the Muslim community than that they made it through this election with
bjohnsmeyer,jodyavirgan,-0.431,0.185,0.815,0.0,@jodyavirgan your wit is getting me through this election. Don't listen to the people that don't like dad jokes.
schorpp1955,msn,0.0,0.0,1.0,0.0,Election 2016 https://t.co/lap23s1KrR
unfilunfet,JohnKingCNN,0.0,0.0,1.0,0.0,@JohnKingCNN in mid election season form on the board tonight! Make that board sing John. #hemaybeawizard  #Election2016 #ElectionNight
Tjudge34,Robertzul2,0.5719,0.0,0.812,0.188,@Robertzul2 If trumo wins the election this country is screwed.....  He's a dictator......  Impeached in less than a year
LexiLips,Things4WhitePpl,0.0,0.0,1.0,0.0,RT @Things4WhitePpl: Breaking up over an election. https://t.co/2K3zfhewRY
LexiLips,twitter,0.0,0.0,1.0,0.0,RT @Things4WhitePpl: Breaking up over an election. https://t.co/2K3zfhewRY
scr385w,NRO,0.0,0.0,1.0,0.0,"RT @NRO: Early Exit Polls: Trump Opens YUGE Gap between College-Educated, Non-College-Educated Whiteshttps://t.co/ADpCNhYfiC #ElectionNight"
kayleenkrafft,EbingerTrey,-0.2782,0.141,0.759,0.1,RT @EbingerTrey: So whose ready for war with Russia? Cause depending on the way this election is leaning we will be having a draft
WmScottBlair,FeliciaBGomez,-0.298,0.149,0.744,0.106,"RT @FeliciaBGomez: Translation: ""We just realized that Hillary's LOSING in NC! Quick! Change the rules! Who cares if it's on the actual ele"
gravity_jo,twitter,0.101,0.0,0.878,0.122,Election Day today. Vote for the stuff that fucking matters https://t.co/6E28hDjkeJ
CammStride,foxnews,0.0,0.0,1.0,0.0,"Here's my prediction. What do ya think, fellow centipedes?? #Election2016 #ElectionNight #MAGA #MAGA3x https://t.co/0LSZB7OBaP"
muppetaphrodite,WaltDisneyWorld's,0.0,0.0,1.0,0.0,Election night escapism at @WaltDisneyWorld's Sanaa. https://t.co/10ZlQTUz02
muppetaphrodite,twitter,0.0,0.0,1.0,0.0,Election night escapism at @WaltDisneyWorld's Sanaa. https://t.co/10ZlQTUz02
waughbr,seanhannity,0.0,0.0,1.0,0.0,@seanhannity @realDonaldTrump frank lungs just called the election for Hillary?
nathanbship,memeprovider,0.0,0.0,1.0,0.0,RT @memeprovider: got my election sticker https://t.co/EBknYdpVzU
nathanbship,twitter,0.0,0.0,1.0,0.0,RT @memeprovider: got my election sticker https://t.co/EBknYdpVzU
lavventuras,Maddynx,0.0,0.0,1.0,0.0,RT @Maddynx: Twitter on Election Dayhttps://t.co/04p0nkjyiw
Gustavwasa1,twitter,0.5719,0.0,0.709,0.291,Happy Election Day to the voters &amp; volunteers everywhere. https://t.co/qkEENOed4I
hughmooney1,artfinder,0.0,0.0,1.0,0.0,ARTFINDER: US Election night by Hugh Mooney - Acrylic paint and  polystyrene skull on found c... - https://t.co/YQVOf1B6EK via @artfinder
hughmooney1,artfinder,0.0,0.0,1.0,0.0,ARTFINDER: US Election night by Hugh Mooney - Acrylic paint and  polystyrene skull on found c... - https://t.co/YQVOf1B6EK via @artfinder
caroletalk,WDFx2EU8,-0.7156,0.237,0.763,0.0,RT @WDFx2EU8: Breaking: Florida Election Worker Goes Public With Massive Voter Fraud Happening Right Now !!!!! https://t.co/m3jPrRGEXT
caroletalk,conservativeeagles,-0.7156,0.237,0.763,0.0,RT @WDFx2EU8: Breaking: Florida Election Worker Goes Public With Massive Voter Fraud Happening Right Now !!!!! https://t.co/m3jPrRGEXT
vgc120,JonErlichman,0.0,0.0,1.0,0.0,RT @JonErlichman: Things that didn't exist election night in 2008:UberiPadInstagramSnapchatWhatsAppPinterestPeriscopeOculusSlack
kshwiff,WSJPolitics,-0.3818,0.133,0.867,0.0,"RT @WSJPolitics: People line up to visit Susan B. Anthony's grave in Rochester, N.Y. on #ElectionDay https://t.co/svBB8C8bLY  https://t.co"
